"","State","Date","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"736","Maine",2020-03-18,"Social distancing","Small gathering cancellation","Limit up to 10 persons",NA
"737","Maine",2020-03-18,"Social distancing","Mass gathering cancellation","Festivals, faith-based events",NA
"738","Maine",2020-03-18,"Social distancing","Mass gathering cancellation","Sport events",NA
"739","Maine",2020-03-18,"Social distancing","Mass gathering cancellation","Cultural places and events",NA
"740","Maine",2020-03-18,"Social distancing","Mass gathering cancellation","Indoor activities",NA
"741","Maine",2020-03-18,"Social distancing","Mass gathering cancellation","Conferences, meetings, trade fairs, etc.",NA
"742","Maine",2020-03-18,"Social distancing","Small gathering cancellation","Closure of restaurants/bars/cafes","Partial"
"743","Maine",2020-03-20,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Reactivate license/renew license of healthcare workers"
"744","Maine",2020-03-20,"Resource allocation","Activate or establish emergency response","Relaxation of data protection law","Enable access to confidential patient information"
"745","Maine",2020-03-20,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes"
"746","Maine",2020-03-20,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for health care providers"
"747","Maine",2020-03-20,"Healthcare and public health capacity","Adapt procedures for patient management","Simplification of the health journey","Authorize telemedicine"
"748","Maine",2020-03-23,"Social distancing","Special measures for certain establishments","Decongestion of administrative institutions","Extension of driving licence"
"749","Maine",2020-03-24,"Resource allocation","Crisis management plans","State aid, taxation and social security","State supports childcare if parents are doing essential work"
"750","Maine",2020-03-25,"Social distancing","Mass gathering cancellation","Closure of non-essential working places","Partial: all public-facing activities"
"751","Maine",2020-03-26,"Resource allocation","Crisis management plans","Financial aid for health system","Nursing facilities: infection control and visitor screening"
"752","Maine",2020-03-26,"Resource allocation","Crisis management plans","State aid, taxation and social security","Partial or total deferral of tax payments"
"753","Maine",2020-03-26,"Healthcare and public health capacity","Increase in medical supplies and equipment","Ease access to drugs","Drugs to conduct medical trials can be mailed"
"754","Maine",2020-03-27,"Risk communication","Educate and actively communicate with the public","Foster community assistance","Online resource"
"755","Maine",2020-03-27,"Social distancing","Special measures for certain establishments","Decongestion of administrative institutions","Extension of boating registration renewal deadlines"
"756","Maine",2020-03-27,"Resource allocation","Measures to ensure continuity of services","Increase workforce for critical jobs",NA
"757","Maine",2020-03-30,"Resource allocation","The government provide assistance to vulnerable populations","The government provides food assistance","Provide meals for older who are home-bound"
"758","Maine",2020-03-31,"Resource allocation","Crisis management plans","State aid, taxation and social security","Tax relief measures"
"759","Maine",2020-04-01,"Healthcare and public health capacity","Increase healthcare workforce","Incentives for healthcare workers","Monetary bonuses for healthcare professionals"
"760","Maine",2020-04-02,"Travel restriction","National lockdown","Stay-at-home Order",NA
"761","Maine",2020-04-02,"Travel restriction","Public transport restriction","Public transport ban","Non-essential use of public transport forbidden"
"762","Maine",2020-04-02,"Social distancing","Closure of educational institutions","Complete closure of kindergartens",NA
"763","Maine",2020-04-02,"Social distancing","Closure of educational institutions","Complete closure of primary and secondary schools",NA
"764","Maine",2020-04-02,"Social distancing","Special measures for certain establishments","Essential businesses and operations","Limiting number of customers"
"765","Maine",2020-04-02,"Social distancing","Special measures for certain establishments","Essential businesses and operations","Favoring delivery options"
"766","Maine",2020-04-02,"Social distancing","Special measures for certain establishments","Essential businesses and operations","Enforcing social distancing rules"
"767","Maine",2020-04-02,"Risk communication","Educate and actively communicate with the public","Promote social distancing measures",NA
"768","Maine",2020-04-03,"Case identification, contact tracing and related measures","Quarantine","Incoming travelers","All"
"769","Maine",2020-04-03,"Risk communication","Educate and actively communicate with the public","Encourage visitors to not enter the state if sick",NA
"770","Maine",2020-04-03,"Risk communication","Travel alert and warning","Warning against travel to and return from high risk areas","Detroit, Chicago and New York City"
"771","Maine",2020-04-03,"Risk communication","Educate and actively communicate with the public","Information about travels","Discourage entry of visitors from high-risk areas"
"772","Maine",2020-04-03,"Social distancing","Small gathering cancellation","Closure of short-term accommodation","All lodging operations and accommodations"
"773","Maine",2020-04-04,"Resource allocation","Activate or establish emergency response","Risk management plan","Emergency plan"
"774","Maine",2020-04-06,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for health care providers"
"775","Maine",2020-04-06,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Extension of health insurance"
"776","Maine",2020-04-08,"Social distancing","Special measures for certain establishments","Decongestion of administrative institutions","Allow remote notarization"
"777","Maine",2020-04-10,"Healthcare and public health capacity","Adapt procedures for patient management","Ease prescription of regular medical products for patients","Ease prescription renewal"
"778","Maryland",2020-03-05,"Resource allocation","Activate or establish emergency response","Declare state of emergency",NA
"779","Maryland",2020-03-12,"Social distancing","Mass gathering cancellation","Limit up to 250 persons",NA
"780","Maryland",2020-03-12,"Social distancing","Special measures for certain establishments","Decongestion of administrative institutions","Extension of driving licence"
"781","Maryland",2020-03-12,"Resource allocation","Police and army interventions","To collect data and samples for tests","Testing"
"782","Maryland",2020-03-12,"Travel restriction","Port and ship restriction","Deny entry to passengers from any port outside the country","Passengers from any port outside the USA shall not disembark"
"783","Maryland",2020-03-13,"Social distancing","Mass gathering cancellation","Closure of adult daycare facilities","Closure of senior citizen centers and adult daycare facilities"
"784","Maryland",2020-03-13,"Resource allocation","Crisis management plans","State aid, taxation and social security","Expand child care access"
"785","Maryland",2020-03-16,"Social distancing","Mass gathering cancellation","Indoor activities","Bars, clubs, casinos"
"786","Maryland",2020-03-16,"Social distancing","Mass gathering cancellation","Limit up to 50 persons",NA
"787","Maryland",2020-03-16,"Social distancing","Small gathering cancellation","Closure of restaurants/bars/cafes","Partial: only carry-on or drive-trhough and delivery"
"788","Maryland",2020-03-16,"Social distancing","Mass gathering cancellation","Indoor activities","Fitness centers and gyms"
"789","Maryland",2020-03-16,"Social distancing","Mass gathering cancellation","Cultural places and events","Closure of theatres and cinemas"
"790","Maryland",2020-03-16,"Social distancing","Mass gathering cancellation","Indoor activities","Hobby and leisure centres"
"791","Maryland",2020-03-16,"Healthcare and public health capacity","Increase isolation and quarantine facilities","Quarantine centers","Government properties repurposed as quarantine facilities"
"792","Maryland",2020-03-16,"Healthcare and public health capacity","Increase patient capacity","Increase number of medical institutions","State of Maryland property can be made available as a place of treatment"
"793","Maryland",2020-03-16,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for health care providers"
"794","Maryland",2020-03-16,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Recruitment of the military reserve force"
"795","Maryland",2020-03-16,"Resource allocation","Crisis management plans","State aid, taxation and social security","Suspend evictions and foreclosures"
"796","Maryland",2020-03-16,"Resource allocation","Measures to ensure security of supply","Insure access to gas/electricity/water/telecommunications","Flexibility in bill payment for vulnerable customers"
"797","Maryland",2020-03-17,"Social distancing","Mass gathering cancellation","Closure of adult daycare facilities",NA
"798","Maryland",2020-03-17,"Social distancing","Mass gathering cancellation","Measures for elections","Elections postponed"
"799","Maryland",2020-03-18,"Resource allocation","Measures to ensure security of supply","Increase delivery capacity for necessity goods","Waiving regulations regarding vehicle transportation"
"800","Maryland",2020-03-19,"Social distancing","Small gathering cancellation","Limit up to 10 persons",NA
"801","Maryland",2020-03-19,"Social distancing","Small gathering cancellation","Closure of non-essential shops","Enclosed malls"
"802","Maryland",2020-03-19,"Social distancing","Mass gathering cancellation","Indoor activities","Hobby and leisure centres"
"803","Maryland",2020-03-19,"Social distancing","Special measures for certain establishments","Alcohol sellers","Alcoholic beverages can be delivered"
"804","Maryland",2020-03-19,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for health care providers"
"805","Maryland",2020-03-20,"Healthcare and public health capacity","Adapt procedures for patient management","Simplification of the health journey","Authorize audio-only call for health care services"
"806","Maryland",2020-03-23,"Social distancing","Mass gathering cancellation","Closure of non-essential working places",NA
"807","Maryland",2020-03-23,"Social distancing","Mass gathering cancellation","Closure of non-essential public places",NA
"808","Maryland",2020-03-23,"Resource allocation","Measures to ensure security of supply","Fixing price for necessity goods","Paper products, cleaning supplies, food, water."
"809","Maryland",2020-03-23,"Resource allocation","Measures to ensure security of supply","Fixing price for specific protective products","Hand sanitizer and personal hygiene products"
"810","Maryland",2020-03-23,"Resource allocation","Measures to ensure security of supply","Fixing price for medical supplies","Medicine and medical supplies"
"811","Maryland",2020-03-23,"Healthcare and public health capacity","Enhance laboratory testing capacity","Increase laboratory facilities","More laboratory dedicated"
"812","Maryland",2020-03-25,"Resource allocation","Crisis management plans","State aid, taxation and social security","Expand child care access for essential persons"
"813","Maryland",2020-03-30,"Resource allocation","Crisis management plans","Administrative procedures facilitated","Allow remote notarization"
"814","Maryland",2020-03-30,"Resource allocation","Crisis management plans","State aid, taxation and social security","Waive family contribution to health insurance"
"815","Maryland",2020-03-30,"Social distancing","Mass gathering cancellation","Measures for elections","Elections postponed"
"816","Maryland",2020-03-30,"Travel restriction","National lockdown","Stay-at-home Order",NA
"817","Maryland",2020-03-31,"Resource allocation","Crisis management plans","State aid, taxation and social security","Tax relief measures"
"818","Maryland",2020-03-31,"Healthcare and public health capacity","Increase healthcare workforce","Incentives for healthcare workers","Ease transport of health workers"
"819","Maryland",2020-04-01,"Healthcare and public health capacity","Adapt procedures for patient management","Simplification of the health journey","Authorize telemedicine"
"820","Maryland",2020-04-01,"Healthcare and public health capacity","Adapt procedures for patient management","Simplification of the health journey","Authorize audio-only call for health care services"
"821","Maryland",2020-04-03,"Resource allocation","Crisis management plans","State aid, taxation and social security","Suspend evictions and foreclosures"
"822","Maryland",2020-04-10,"Social distancing","Special measures for certain establishments","Decongestion of administrative institutions","Implement remote administrative procedures"
"823","Massachusetts",2020-03-10,"Resource allocation","Activate or establish emergency response","Declare state of emergency",NA
"824","Massachusetts",2020-03-11,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for health care providers"
"825","Massachusetts",2020-03-12,"Social distancing","Measures for special populations","Measures to limit contact to long-term care facilities","Visitors restricted in nursing homes and rest homes"
"826","Massachusetts",2020-03-15,"Social distancing","Measures for special populations","Measures to limit contact to long-term care facilities","Visitors restricted in assisted living facilities"
"827","Massachusetts",2020-03-16,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Extension of health insurance"
"828","Massachusetts",2020-03-17,"Social distancing","Measures for special populations","Measures to limit contact to hospital patients","Visitors restricted in hospitals"
"829","Massachusetts",2020-03-17,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for health care providers"
"830","Massachusetts",2020-03-17,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Reactivate license/renew license of healthcare workers"
"831","Massachusetts",2020-03-18,"Healthcare and public health capacity","Increase patient capacity","Postponement of non-essential care and non-urgent operations in hospitals",NA
"832","Massachusetts",2020-03-18,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for health care providers"
"833","Massachusetts",2020-03-18,"Healthcare and public health capacity","Adapt procedures for patient management","Ease prescription of regular medical products for patients","Extend right of pharmacists to prescription of opioids"
"834","Massachusetts",2020-03-18,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Reactivate license/renew license of healthcare workers"
"835","Massachusetts",2020-03-20,"Resource allocation","Crisis management plans","Administrative procedures facilitated","Vehicle registrations extended"
"836","Massachusetts",2020-03-23,"Social distancing","Small gathering cancellation","Restriction on private and familial events","Prohibition of burial at sea or cremation"
"837","Massachusetts",2020-03-23,"Healthcare and public health capacity","Personal protective measures","Enhance hand hygiene","Allowing non-traditional manufacturers to make alcohol-based hand sanitizers"
"838","Massachusetts",2020-03-24,"Healthcare and public health capacity","Adapt procedures for patient management","Ease prescription of regular medical products for patients","Computer-based processing of prescriptions"
"839","Massachusetts",2020-03-24,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for pharmacists"
"840","Massachusetts",2020-03-24,"Healthcare and public health capacity","Adapt procedures for patient management","Ease prescription of regular medical products for patients","Ease prescription renewal"
"841","Massachusetts",2020-03-24,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Nurse staffing requirements in hospitals suspended"
"842","Massachusetts",2020-03-25,"Social distancing","Measures for special populations","Measures to protect vulnerable populations","Grocery stores and pharmacies must provide at least one hour every day in the early morning for adults 60 years and older in order to limit their potential exposure"
"843","Massachusetts",2020-03-25,"Environmental measures","Environmental cleaning and disinfection","Disinfect shops","Grocery stores"
"844","Massachusetts",2020-03-26,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes"
"845","Massachusetts",2020-03-28,"Healthcare and public health capacity","Increase isolation and quarantine facilities","Quarantine centers","Long-term care facilities repurposed as quarantine facilities"
"846","Massachusetts",2020-04-01,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes"
"847","Massachusetts",2020-04-02,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes"
"848","Massachusetts",2020-04-03,"Healthcare and public health capacity","Personal protective measures","Enhance hand hygiene","Allowing licensed pharmacies to make and sell alcohol-based hand sanitizers"
"849","Massachusetts",2020-04-03,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes"
"850","Massachusetts",2020-04-07,"Social distancing","Special measures for certain establishments","Grocery stores","Limitation on the number of customers to respect social distancing"
"851","Massachusetts",2020-04-09,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Extension of health insurance"
"852","Massachusetts",2020-04-09,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Ease the recruitment of healthcare workers"
"853","Massachusetts",2020-04-09,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Recruitment of healthcare workers on the frontline"
"854","Massachusetts",2020-04-14,"Social distancing","Special measures for certain establishments","Essential businesses and operations","Workers performing non-medical essential services allowed to continue work when exposed if they remain asymptomatic and take additional protective measures"
"855","Michigan",2020-03-10,"Resource allocation","Activate or establish emergency response","Declare state of emergency",NA
"856","Michigan",2020-03-13,"Risk communication","Actively communicate with managers","Risk assessment before an event","All public bodies of departments and agencies of the State must consider postponing public meetings or agenda items that may be deferred"
"857","Michigan",2020-03-13,"Social distancing","Mass gathering cancellation","Limit up to 250 persons",NA
"858","Michigan",2020-03-14,"Social distancing","Measures for special populations","Measures to limit contact to long-term care facilities","Close long-term care facilities for visitors"
"859","Michigan",2020-03-14,"Social distancing","Special measures for certain establishments","Prisons and youth detention centers","Visit restriction in prisons and youth detention centers"
"860","Michigan",2020-03-16,"Case identification, contact tracing and related measures","Enhance detection system","Health evaluation of visitors before access to specific institutions","Care facilities"
"861","Michigan",2020-03-16,"Case identification, contact tracing and related measures","Enhance detection system","Health evaluation of visitors before access to specific institutions","Juvenile justice facilities"
"862","Michigan",2020-03-16,"Social distancing","Closure of educational institutions","Complete closure of primary and secondary schools",NA
"863","Michigan",2020-03-16,"Resource allocation","Measures to ensure security of supply","Fixing price for necessity goods","Paper products, cleaning supplies, food, water."
"864","Michigan",2020-03-16,"Resource allocation","Measures to ensure security of supply","Fixing price for specific protective products","Hand sanitizer and personal hygiene products"
"865","Michigan",2020-03-16,"Social distancing","Small gathering cancellation","Closure of restaurants/bars/cafes","Partial: can offer delivery or pick-up services"
"866","Michigan",2020-03-16,"Social distancing","Mass gathering cancellation","Cultural places and events","Closure of theatres, cinemas, and indoor and outdoor performance venues"
"867","Michigan",2020-03-16,"Social distancing","Mass gathering cancellation","Cultural places and events","Libraries and museums"
"868","Michigan",2020-03-16,"Social distancing","Small gathering cancellation","Closure of restaurants/bars/cafes","Closure of bars, taverns, brew pubs, breweries, microbreweries, distilleries, wineries, tasting rooms, special licensees, clubs, and other places of public accommodation offering alcoholic beverages for on-premises consumption"
"869","Michigan",2020-03-16,"Social distancing","Mass gathering cancellation","Indoor activities","Bars, clubs, casinos"
"870","Michigan",2020-03-16,"Social distancing","Mass gathering cancellation","Indoor activities","Fitness centers and gyms"
"871","Michigan",2020-03-16,"Social distancing","Mass gathering cancellation","Indoor activities","Sport indoor and spa"
"872","Michigan",2020-03-16,"Resource allocation","Crisis management plans","State aid, taxation and social security","Government support the obtention of unemployment benefits"
"873","Michigan",2020-03-16,"Resource allocation","Measures to ensure security of supply","Increase delivery capacity for food products","Ease restrictions for workers who deliver food"
"874","Michigan",2020-03-16,"Healthcare and public health capacity","Increase in medical supplies and equipment","Increase delivery capacity for medical supplies","Ease restrictions for workers who deliver medical supplies"
"875","Michigan",2020-03-17,"Social distancing","Mass gathering cancellation","Limit up to 50 persons",NA
"876","Michigan",2020-03-17,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Reactivate license/renew license of healthcare workers"
"877","Michigan",2020-03-18,"Resource allocation","Crisis management plans","State aid, taxation and social security","Tax relief measures"
"878","Michigan",2020-03-18,"Social distancing","Mass gathering cancellation","Conferences, meetings, trade fairs, etc.","Electronic meeting of public bodies allowed"
"879","Michigan",2020-03-18,"Resource allocation","Crisis management plans","State aid, taxation and social security","Expand child care access"
"880","Michigan",2020-03-20,"Resource allocation","Crisis management plans","State aid, taxation and social security","Suspend evictions and foreclosures"
"881","Michigan",2020-03-21,"Healthcare and public health capacity","Increase patient capacity","Postponement of non-essential care and non-urgent operations in hospitals",NA
"882","Michigan",2020-03-24,"Social distancing","Mass gathering cancellation","Closure of non-essential working places","In-person work that is not necessary to sustain or protect life is prohibited"
"883","Michigan",2020-03-24,"Travel restriction","National lockdown","Stay-at-home Order",NA
"884","Michigan",2020-03-24,"Social distancing","Small gathering cancellation","Complete prohibition of gathering",NA
"885","Michigan",2020-03-25,"Social distancing","Mass gathering cancellation","Measures for elections","Elections postponed"
"886","Michigan",2020-03-25,"Social distancing","Special measures for certain establishments","Decongestion of administrative institutions","Implement remote administrative procedures"
"887","Michigan",2020-03-30,"Resource allocation","Crisis management plans","Repurpose government plans","Cost containment strategies in government institutions"
"888","New York",2020-03-02,"Environmental measures","Environmental cleaning and disinfection","Disinfect educational institutions","Schools"
"889","New York",2020-03-02,"Environmental measures","Environmental cleaning and disinfection","Disinfect public transports","New cleaning protocols"
"890","New York",2020-03-02,"Healthcare and public health capacity","Enhance laboratory testing capacity","Increase testing capacity (number tests)","Increase technical capacity for performing tests"
"891","New York",2020-03-02,"Risk communication","Educate and actively communicate with the public","Respiratory etiquette","Advice campaign for not touching eyes/nose/mouth"
"892","New York",2020-03-02,"Risk communication","Educate and actively communicate with the public","Respiratory etiquette","Advice campaign for sneezing/coughing in the elbow"
"893","New York",2020-03-03,"Social distancing","Return operation of nationals","Return operation of nationals in high-risk regions","Students from State University of New York that are abroad must return home"
"894","New York",2020-03-03,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Guaranty payment of sick leaves during the epidemic"
"895","New York",2020-03-04,"Social distancing","Return operation of nationals","Return operation of nationals in China, Italy, Japan, Iran, South Korea","State University of New York abroad students"
"896","New York",2020-03-04,"Case identification, contact tracing and related measures","Quarantine","Incomings from high-risk areas","State University of New York abroad students"
"897","New York",2020-03-05,"Resource allocation","Activate or establish emergency response","Risk management plan","Set up crisis unit (national)"
"898","New York",2020-03-07,"Resource allocation","Activate or establish emergency response","Declare state of emergency",NA
"899","New York",2020-03-08,"Risk communication","Educate and actively communicate with the public","Promote workplace safety measures","Recommendation for home office"
"900","New York",2020-03-09,"Healthcare and public health capacity","Increase availability of PPE","Hand sanitizers","Free supply of hand sanitizers"
"901","New York",2020-03-09,"Social distancing","Special measures for certain establishments","Prisons and youth detention centers","Health screening protocols for all visitors of juvenile detention centers"
"902","New York",2020-03-09,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Guaranty payment of sick leaves during the epidemic"
"903","New York",2020-03-11,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Guaranty payment of sick leaves during the epidemic"
"904","New York",2020-03-11,"Social distancing","Mass gathering cancellation","Limit up to 500 persons",NA
"905","New York",2020-03-12,"Social distancing","Mass gathering cancellation","Cultural places and events","Partial closure of theatres"
"906","New York",2020-03-13,"Social distancing","Special measures for certain establishments","Short-term accommodation: partial closure","At maximum fifty percent occupancy"
"907","New York",2020-03-13,"Healthcare and public health capacity","Enhance laboratory testing capacity","Increase testing capacity (number tests)","Increase technical capacity for performing tests"
"908","New York",2020-03-13,"Resource allocation","Crisis management plans","State aid, taxation and social security","Government support the obtention of unemployment benefits"
"909","New York",2020-03-15,"Resource allocation","Activate or establish emergency response","Risk management plan","Contingency plan"
"910","New York",2020-03-15,"Social distancing","Special measures for certain establishments","Decongestion of administrative institutions","Develop a plan to reduce density in court system"
"911","New York",2020-03-16,"Healthcare and public health capacity","Increase patient capacity","Beds","Suspend regulations to allow existing hospitals to increase space and capacity, goal 9000 beds"
"912","New York",2020-03-16,"Social distancing","Mass gathering cancellation","Limit up to 50 persons",NA
"913","New York",2020-03-16,"Social distancing","Small gathering cancellation","Closure of restaurants/bars/cafes","Partial: remain open for take-out and delivery"
"914","New York",2020-03-16,"Social distancing","Small gathering cancellation","Closure of non-essential shops","Video lottery gaming and casino gaming"
"915","New York",2020-03-16,"Social distancing","Mass gathering cancellation","Indoor activities",NA
"916","New York",2020-03-17,"Social distancing","Small gathering cancellation","Mandatory home office","For non-essential workers"
"917","New York",2020-03-17,"Resource allocation","Crisis management plans","State aid, taxation and social security","Government support the obtention of unemployment benefits"
"918","New York",2020-03-17,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Recruitment of healthcare workers on the frontline"
"919","New York",2020-03-18,"Healthcare and public health capacity","Increase patient capacity","Increase number of medical institutions","1000 beds hospital ship"
"920","New York",2020-03-18,"Social distancing","Closure of educational institutions","Complete closure of primary and secondary schools",NA
"921","New York",2020-03-18,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for health care providers"
"922","New York",2020-03-19,"Resource allocation","Crisis management plans","State aid, taxation and social security","Measures to protect renters and house owners"
"923","New York",2020-03-19,"Social distancing","Small gathering cancellation","Closure of non-essential shops","All indoor common portions of retail shopping malls with in excess of 100,000 square feet of retail space available for lease"
"924","New York",2020-03-19,"Social distancing","Mass gathering cancellation","Indoor activities","Hobby and leisure centres"
"925","New York",2020-03-19,"Social distancing","Mass gathering cancellation","Outdoor activities","Places of public amusement: amusement rides, carnivals, amusement parks, water parks"
"926","New York",2020-03-20,"Social distancing","Small gathering cancellation","Mandatory home office",NA
"927","New York",2020-03-20,"Resource allocation","Crisis management plans","State aid, taxation and social security","Suspend evictions and foreclosures"
"928","New York",2020-03-20,"Risk communication","Educate and actively communicate with the public","Encourage stay at home","Ederly, compromised immune systems, ill"
"929","New York",2020-03-20,"Risk communication","Educate and actively communicate with the public","Promote social distancing measures","Promote the 2m distance"
"930","New York",2020-03-20,"Risk communication","Educate and actively communicate with the public","Use of public transport","Discourage use of public transport"
"931","New York",2020-03-20,"Risk communication","Educate and actively communicate with the public","Promote self-initiated isolation of people with mild respiratory symptoms",NA
"932","New York",2020-03-20,"Risk communication","Educate and actively communicate with the public","Direct advice to vulnerable populations","Recommend the elderly to stay at home"
"933","New York",2020-03-20,"Resource allocation","Activate or establish emergency response","Declare state of emergency","Declare emergency state: Major Disaster"
"934","New York",2020-03-20,"Risk communication","Educate and actively communicate with the public","Communication targets protection of vulnerable populations","Promote the use of face masks in presence of vunerable people"
"935","New York",2020-03-21,"Social distancing","Small gathering cancellation","Closure of non-essential shops","barbershops, hair salons, tattoo or piercing parlors and related personal care (nail technicians, cosmetologists, estheticians, electrolyse, laser hair removal services) closed to the public"
"936","New York",2020-03-21,"Social distancing","Small gathering cancellation","Mandatory home office",NA
"937","New York",2020-03-21,"Healthcare and public health capacity","Increase in medical supplies and equipment","Increase domestic production of medical equipment","Repurpose domestic industries"
"938","New York",2020-03-21,"Healthcare and public health capacity","Increase availability of PPE","Face masks","Domestic production"
"939","New York",2020-03-21,"Healthcare and public health capacity","Increase in medical supplies and equipment","Ventilators",NA
"940","New York",2020-03-22,"Social distancing","Small gathering cancellation","Mandatory home office","Applies only to non-essential businesses"
"941","New York",2020-03-22,"Healthcare and public health capacity","Increase patient capacity","Increase number of medical institutions","Nursing home facility repurposed into temporary hospital"
"942","New York",2020-03-23,"Healthcare and public health capacity","Increase patient capacity","Beds","Executive Order mandating hospitals to increase capacity by at Least 50 Percent"
"943","New York",2020-03-23,"Healthcare and public health capacity","Adapt procedures for patient management","Simplification of the health journey","Eliminate restrictions on ambulance services"
"944","New York",2020-03-23,"Healthcare and public health capacity","Adapt procedures for patient management","Simplification of the health journey","Allow emergency medical services to transport patients to locations other than those formerly approved"
"945","New York",2020-03-23,"Healthcare and public health capacity","Research","Simplify clinical trials regulations","Any emergency medical treatment protocol development or modification can occur solely with the approval of the Commissioner of Health"
"946","New York",2020-03-23,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes"
"947","New York",2020-03-23,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Ease the recruitment of healthcare workers"
"948","New York",2020-03-23,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Extension of the maximum amount of working hours allowed for critical workers"
"949","New York",2020-03-23,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for pharmacists"
"950","New York",2020-03-23,"Healthcare and public health capacity","Enhance laboratory testing capacity","Increase laboratory facilities","More laboratory dedicated"
"951","New York",2020-03-23,"Social distancing","Small gathering cancellation","Complete prohibition of gathering",NA
"952","New York",2020-03-23,"Healthcare and public health capacity","Enhance laboratory testing capacity","Increase laboratory facilities","Drive-in testing facilities"
"953","New York",2020-03-23,"Risk communication","Educate and actively communicate with the public","Encourage stay at home","All citizens"
"954","New York",2020-03-23,"Healthcare and public health capacity","Research","Clinical trials on COVID-19","FDA approval for study"
"955","New York",2020-03-24,"Healthcare and public health capacity","Increase availability of PPE","PPE for healthcare professionals",NA
"956","New York",2020-03-24,"Healthcare and public health capacity","Increase availability of PPE","Face masks",NA
"957","New York",2020-03-25,"Healthcare and public health capacity","Increase patient capacity","Postponement of non-essential care and non-urgent operations in hospitals",NA
"958","New York",2020-03-25,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Recruitment of healthcare workers on the frontline"
"959","New York",2020-03-25,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Recruitment of mental health professionals"
"960","New York",2020-03-25,"Resource allocation","Crisis management plans","State aid, taxation and social security","Postponement of rate increases"
"961","New York",2020-03-26,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Recruitment of healthcare workers on the frontline"
"962","New York",2020-03-27,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Recruitment of mental health professionals"
"963","New York",2020-03-27,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Recruitment of healthcare workers on the frontline"
"964","New York",2020-03-27,"Resource allocation","Crisis management plans","State aid, taxation and social security","Extended deadline for insurance-paying"
"965","New York",2020-03-27,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Partial or total deferral of insurance payments"
"966","New York",2020-03-27,"Resource allocation","Crisis management plans","State aid, taxation and social security","Government support the obtention of unemployment benefits"
